,scientific_name,park_name,observations,category,common_names,conservation_status
3388,Rana catesbeiana,Bryce National Park,105,Amphibian,American Bullfrog,
3389,Rana catesbeiana,Bryce National Park,105,Amphibian,"American Bullfrog, Bullfrog",
3390,Rana catesbeiana,Yosemite National Park,123,Amphibian,American Bullfrog,
3391,Rana catesbeiana,Yosemite National Park,123,Amphibian,"American Bullfrog, Bullfrog",
3392,Rana catesbeiana,Yellowstone National Park,257,Amphibian,American Bullfrog,
3393,Rana catesbeiana,Yellowstone National Park,257,Amphibian,"American Bullfrog, Bullfrog",
3394,Rana catesbeiana,Yosemite National Park,146,Amphibian,American Bullfrog,
3395,Rana catesbeiana,Yosemite National Park,146,Amphibian,"American Bullfrog, Bullfrog",
3396,Agrostis exarata,Bryce National Park,105,Vascular Plant,Spike Bentgrass,
3397,Agrostis exarata,Yosemite National Park,116,Vascular Plant,Spike Bentgrass,
3398,Agrostis exarata,Great Smoky Mountains National Park,93,Vascular Plant,Spike Bentgrass,
3399,Agrostis exarata,Yellowstone National Park,241,Vascular Plant,Spike Bentgrass,
3400,Rudbeckia californica var. californica,Bryce National Park,111,Vascular Plant,California Coneflower,
3401,Rudbeckia californica var. californica,Great Smoky Mountains National Park,64,Vascular Plant,California Coneflower,
3402,Rudbeckia californica var. californica,Yellowstone National Park,254,Vascular Plant,California Coneflower,
3403,Rudbeckia californica var. californica,Yosemite National Park,184,Vascular Plant,California Coneflower,
3404,Erigeron elmeri,Yosemite National Park,105,Vascular Plant,Elmer's Erigeron,
3405,Erigeron elmeri,Yellowstone National Park,257,Vascular Plant,Elmer's Erigeron,
3406,Erigeron elmeri,Great Smoky Mountains National Park,75,Vascular Plant,Elmer's Erigeron,
3407,Erigeron elmeri,Bryce National Park,130,Vascular Plant,Elmer's Erigeron,
3408,Rubus ursinus,Bryce National Park,111,Vascular Plant,California Blackberry,
3409,Rubus ursinus,Yosemite National Park,157,Vascular Plant,California Blackberry,
3410,Rubus ursinus,Yellowstone National Park,234,Vascular Plant,California Blackberry,
3411,Rubus ursinus,Great Smoky Mountains National Park,118,Vascular Plant,California Blackberry,
3412,Linum virginianum,Yosemite National Park,133,Vascular Plant,Virginia Flax,
3413,Linum virginianum,Great Smoky Mountains National Park,83,Vascular Plant,Virginia Flax,
3414,Linum virginianum,Yellowstone National Park,242,Vascular Plant,Virginia Flax,
3415,Linum virginianum,Bryce National Park,57,Vascular Plant,Virginia Flax,
3416,Lindernia dubia var. anagallidea,Bryce National Park,129,Vascular Plant,False Pimpernel,
3417,Lindernia dubia var. anagallidea,Bryce National Park,129,Vascular Plant,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
3418,Lindernia dubia var. anagallidea,Great Smoky Mountains National Park,113,Vascular Plant,False Pimpernel,
3419,Lindernia dubia var. anagallidea,Great Smoky Mountains National Park,113,Vascular Plant,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
3420,Lindernia dubia var. anagallidea,Yellowstone National Park,228,Vascular Plant,False Pimpernel,
3421,Lindernia dubia var. anagallidea,Yellowstone National Park,228,Vascular Plant,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
3422,Lindernia dubia var. anagallidea,Yosemite National Park,153,Vascular Plant,False Pimpernel,
3423,Lindernia dubia var. anagallidea,Yosemite National Park,153,Vascular Plant,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
3424,Lindernia dubia var. anagallidea,Bryce National Park,115,Vascular Plant,False Pimpernel,
3425,Lindernia dubia var. anagallidea,Bryce National Park,115,Vascular Plant,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
3426,Lindernia dubia var. anagallidea,Great Smoky Mountains National Park,70,Vascular Plant,False Pimpernel,
3427,Lindernia dubia var. anagallidea,Great Smoky Mountains National Park,70,Vascular Plant,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
3428,Lindernia dubia var. anagallidea,Yellowstone National Park,245,Vascular Plant,False Pimpernel,
3429,Lindernia dubia var. anagallidea,Yellowstone National Park,245,Vascular Plant,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
3430,Lindernia dubia var. anagallidea,Yosemite National Park,174,Vascular Plant,False Pimpernel,
3431,Lindernia dubia var. anagallidea,Yosemite National Park,174,Vascular Plant,"False Pimpernel, Yellowseed False Pimpernel, Yellow-Seed False Pimpernel",
3432,Percina aurantiaca,Bryce National Park,95,Fish,Tangerine Darter,
3433,Percina aurantiaca,Great Smoky Mountains National Park,61,Fish,Tangerine Darter,
3434,Percina aurantiaca,Yosemite National Park,143,Fish,Tangerine Darter,
3435,Percina aurantiaca,Yellowstone National Park,239,Fish,Tangerine Darter,
3436,Hedysarum alpinum var. americanum,Yellowstone National Park,239,Vascular Plant,American Alpine Sweetvetch,
3437,Hedysarum alpinum var. americanum,Bryce National Park,78,Vascular Plant,American Alpine Sweetvetch,
3438,Hedysarum alpinum var. americanum,Yosemite National Park,122,Vascular Plant,American Alpine Sweetvetch,
3439,Hedysarum alpinum var. americanum,Great Smoky Mountains National Park,25,Vascular Plant,American Alpine Sweetvetch,
3440,Pogonatum pensilvanicum,Yellowstone National Park,253,Nonvascular Plant,Pennsylvania Pogonatum Moss,
3441,Pogonatum pensilvanicum,Bryce National Park,82,Nonvascular Plant,Pennsylvania Pogonatum Moss,
3442,Pogonatum pensilvanicum,Great Smoky Mountains National Park,66,Nonvascular Plant,Pennsylvania Pogonatum Moss,
3443,Pogonatum pensilvanicum,Yosemite National Park,154,Nonvascular Plant,Pennsylvania Pogonatum Moss,
3444,Mentzelia montana,Yellowstone National Park,280,Vascular Plant,"Mountain Blazingstar, Variegatedbract Blazingstar, Variegated-Bract Blazingstar",
3445,Mentzelia montana,Bryce National Park,101,Vascular Plant,"Mountain Blazingstar, Variegatedbract Blazingstar, Variegated-Bract Blazingstar",
3446,Mentzelia montana,Yosemite National Park,173,Vascular Plant,"Mountain Blazingstar, Variegatedbract Blazingstar, Variegated-Bract Blazingstar",
3447,Mentzelia montana,Great Smoky Mountains National Park,67,Vascular Plant,"Mountain Blazingstar, Variegatedbract Blazingstar, Variegated-Bract Blazingstar",
3448,Toxicodendron diversilobum,Bryce National Park,95,Vascular Plant,Pacific Poison Oak,
3449,Toxicodendron diversilobum,Yellowstone National Park,243,Vascular Plant,Pacific Poison Oak,
3450,Toxicodendron diversilobum,Yosemite National Park,173,Vascular Plant,Pacific Poison Oak,
3451,Toxicodendron diversilobum,Great Smoky Mountains National Park,85,Vascular Plant,Pacific Poison Oak,
3452,Viola lanceolata,Great Smoky Mountains National Park,79,Vascular Plant,"Lance-Leaf Violet, Lance-Leaved Violet",
3453,Viola lanceolata,Yellowstone National Park,265,Vascular Plant,"Lance-Leaf Violet, Lance-Leaved Violet",
3454,Viola lanceolata,Yosemite National Park,174,Vascular Plant,"Lance-Leaf Violet, Lance-Leaved Violet",
3455,Viola lanceolata,Bryce National Park,96,Vascular Plant,"Lance-Leaf Violet, Lance-Leaved Violet",
3456,Tamias umbrinus,Great Smoky Mountains National Park,87,Mammal,Uinta Chipmunk,
3457,Tamias umbrinus,Great Smoky Mountains National Park,87,Mammal,Inyo Chipmunk,
3458,Tamias umbrinus,Great Smoky Mountains National Park,85,Mammal,Uinta Chipmunk,
3459,Tamias umbrinus,Great Smoky Mountains National Park,85,Mammal,Inyo Chipmunk,
3460,Tamias umbrinus,Yosemite National Park,182,Mammal,Uinta Chipmunk,
3461,Tamias umbrinus,Yosemite National Park,182,Mammal,Inyo Chipmunk,
3462,Tamias umbrinus,Bryce National Park,128,Mammal,Uinta Chipmunk,
3463,Tamias umbrinus,Bryce National Park,128,Mammal,Inyo Chipmunk,
3464,Tamias umbrinus,Yellowstone National Park,212,Mammal,Uinta Chipmunk,
3465,Tamias umbrinus,Yellowstone National Park,212,Mammal,Inyo Chipmunk,
3466,Tamias umbrinus,Yosemite National Park,158,Mammal,Uinta Chipmunk,
3467,Tamias umbrinus,Yosemite National Park,158,Mammal,Inyo Chipmunk,
3468,Tamias umbrinus,Bryce National Park,105,Mammal,Uinta Chipmunk,
3469,Tamias umbrinus,Bryce National Park,105,Mammal,Inyo Chipmunk,
3470,Tamias umbrinus,Yellowstone National Park,270,Mammal,Uinta Chipmunk,
3471,Tamias umbrinus,Yellowstone National Park,270,Mammal,Inyo Chipmunk,
3472,Pellaea glabella,Yellowstone National Park,221,Vascular Plant,Dwarf Cliffbrake,
3473,Pellaea glabella,Bryce National Park,87,Vascular Plant,Dwarf Cliffbrake,
3474,Pellaea glabella,Yosemite National Park,174,Vascular Plant,Dwarf Cliffbrake,
3475,Pellaea glabella,Great Smoky Mountains National Park,62,Vascular Plant,Dwarf Cliffbrake,
3476,Aesculus pavia,Yosemite National Park,164,Vascular Plant,Red Buckeye,
3477,Aesculus pavia,Yellowstone National Park,199,Vascular Plant,Red Buckeye,
3478,Aesculus pavia,Great Smoky Mountains National Park,49,Vascular Plant,Red Buckeye,
3479,Aesculus pavia,Bryce National Park,133,Vascular Plant,Red Buckeye,
3480,Egretta thula,Great Smoky Mountains National Park,66,Bird,Snowy Egret,
3481,Egretta thula,Bryce National Park,122,Bird,Snowy Egret,
3482,Egretta thula,Yellowstone National Park,244,Bird,Snowy Egret,
3483,Egretta thula,Yosemite National Park,168,Bird,Snowy Egret,
3484,Aythya collaris,Yellowstone National Park,230,Bird,Ring-Necked Duck,
3485,Aythya collaris,Yosemite National Park,195,Bird,Ring-Necked Duck,
3486,Aythya collaris,Great Smoky Mountains National Park,103,Bird,Ring-Necked Duck,
3487,Aythya collaris,Bryce National Park,125,Bird,Ring-Necked Duck,
3488,Commelina virginica,Yellowstone National Park,230,Vascular Plant,"Virginia Dayflower, Virginia Day-Flower",
3489,Commelina virginica,Bryce National Park,108,Vascular Plant,"Virginia Dayflower, Virginia Day-Flower",
3490,Commelina virginica,Yosemite National Park,149,Vascular Plant,"Virginia Dayflower, Virginia Day-Flower",
3491,Commelina virginica,Great Smoky Mountains National Park,82,Vascular Plant,"Virginia Dayflower, Virginia Day-Flower",
3492,Poa pratensis,Great Smoky Mountains National Park,85,Vascular Plant,"Junegrass, Kentucky Bluegrass",
3493,Poa pratensis,Great Smoky Mountains National Park,85,Vascular Plant,Kentucky Bluegrass,
3494,Poa pratensis,Bryce National Park,66,Vascular Plant,"Junegrass, Kentucky Bluegrass",
3495,Poa pratensis,Bryce National Park,66,Vascular Plant,Kentucky Bluegrass,
3496,Poa pratensis,Bryce National Park,88,Vascular Plant,"Junegrass, Kentucky Bluegrass",
3497,Poa pratensis,Bryce National Park,88,Vascular Plant,Kentucky Bluegrass,
3498,Poa pratensis,Yellowstone National Park,265,Vascular Plant,"Junegrass, Kentucky Bluegrass",
3499,Poa pratensis,Yellowstone National Park,265,Vascular Plant,Kentucky Bluegrass,
3500,Poa pratensis,Yosemite National Park,158,Vascular Plant,"Junegrass, Kentucky Bluegrass",
3501,Poa pratensis,Yosemite National Park,158,Vascular Plant,Kentucky Bluegrass,
3502,Poa pratensis,Yosemite National Park,135,Vascular Plant,"Junegrass, Kentucky Bluegrass",
3503,Poa pratensis,Yosemite National Park,135,Vascular Plant,Kentucky Bluegrass,
3504,Poa pratensis,Great Smoky Mountains National Park,72,Vascular Plant,"Junegrass, Kentucky Bluegrass",
3505,Poa pratensis,Great Smoky Mountains National Park,72,Vascular Plant,Kentucky Bluegrass,
3506,Poa pratensis,Yellowstone National Park,237,Vascular Plant,"Junegrass, Kentucky Bluegrass",
3507,Poa pratensis,Yellowstone National Park,237,Vascular Plant,Kentucky Bluegrass,
3508,Ranunculus hispidus var. nitidus,Yosemite National Park,137,Vascular Plant,"Carolina Buttercup, Northern Swamp Buttercup",
3509,Ranunculus hispidus var. nitidus,Great Smoky Mountains National Park,60,Vascular Plant,"Carolina Buttercup, Northern Swamp Buttercup",
3510,Ranunculus hispidus var. nitidus,Bryce National Park,84,Vascular Plant,"Carolina Buttercup, Northern Swamp Buttercup",
3511,Ranunculus hispidus var. nitidus,Yellowstone National Park,265,Vascular Plant,"Carolina Buttercup, Northern Swamp Buttercup",
3512,Eriogonum nudum var. nudum,Yellowstone National Park,248,Vascular Plant,Naked Buckwheat,
3513,Eriogonum nudum var. nudum,Yosemite National Park,166,Vascular Plant,Naked Buckwheat,
3514,Eriogonum nudum var. nudum,Bryce National Park,122,Vascular Plant,Naked Buckwheat,
3515,Eriogonum nudum var. nudum,Great Smoky Mountains National Park,73,Vascular Plant,Naked Buckwheat,
3516,Tridens flavus var. chapmanii,Yosemite National Park,110,Vascular Plant,Chapman's Purple Top,
3517,Tridens flavus var. chapmanii,Yellowstone National Park,261,Vascular Plant,Chapman's Purple Top,
3518,Tridens flavus var. chapmanii,Bryce National Park,95,Vascular Plant,Chapman's Purple Top,
3519,Tridens flavus var. chapmanii,Great Smoky Mountains National Park,54,Vascular Plant,Chapman's Purple Top,
3520,Spergula arvensis,Bryce National Park,95,Vascular Plant,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",
3521,Spergula arvensis,Yosemite National Park,133,Vascular Plant,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",
3522,Spergula arvensis,Great Smoky Mountains National Park,69,Vascular Plant,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",
3523,Spergula arvensis,Yellowstone National Park,261,Vascular Plant,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",
3524,Gayophytum heterozygum,Yellowstone National Park,267,Vascular Plant,"Dwarf Groundsmoke, Zigzag Groundsmoke",
3525,Gayophytum heterozygum,Bryce National Park,55,Vascular Plant,"Dwarf Groundsmoke, Zigzag Groundsmoke",
3526,Gayophytum heterozygum,Yosemite National Park,148,Vascular Plant,"Dwarf Groundsmoke, Zigzag Groundsmoke",
3527,Gayophytum heterozygum,Great Smoky Mountains National Park,70,Vascular Plant,"Dwarf Groundsmoke, Zigzag Groundsmoke",
3528,Aplectrum hyemale,Yellowstone National Park,240,Vascular Plant,"Adam-And-Eve Orchid, Puttyroot",
3529,Aplectrum hyemale,Bryce National Park,109,Vascular Plant,"Adam-And-Eve Orchid, Puttyroot",
3530,Aplectrum hyemale,Great Smoky Mountains National Park,88,Vascular Plant,"Adam-And-Eve Orchid, Puttyroot",
3531,Aplectrum hyemale,Yosemite National Park,150,Vascular Plant,"Adam-And-Eve Orchid, Puttyroot",
3532,Platygyrium repens,Yosemite National Park,197,Nonvascular Plant,Platygyrium Moss,
3533,Platygyrium repens,Great Smoky Mountains National Park,68,Nonvascular Plant,Platygyrium Moss,
3534,Platygyrium repens,Yellowstone National Park,224,Nonvascular Plant,Platygyrium Moss,
3535,Platygyrium repens,Bryce National Park,113,Nonvascular Plant,Platygyrium Moss,
3536,Lamium purpureum,Great Smoky Mountains National Park,43,Vascular Plant,"Purple Deadnettle, Purple Dead-Nettle",
3537,Lamium purpureum,Yellowstone National Park,252,Vascular Plant,"Purple Deadnettle, Purple Dead-Nettle",
3538,Lamium purpureum,Yosemite National Park,118,Vascular Plant,"Purple Deadnettle, Purple Dead-Nettle",
3539,Lamium purpureum,Bryce National Park,68,Vascular Plant,"Purple Deadnettle, Purple Dead-Nettle",
3540,Artemisia douglasiana,Yosemite National Park,146,Vascular Plant,"Douglas' Mugwort, Douglas' Sagewort",
3541,Artemisia douglasiana,Yellowstone National Park,231,Vascular Plant,"Douglas' Mugwort, Douglas' Sagewort",
3542,Artemisia douglasiana,Bryce National Park,85,Vascular Plant,"Douglas' Mugwort, Douglas' Sagewort",
3543,Artemisia douglasiana,Great Smoky Mountains National Park,34,Vascular Plant,"Douglas' Mugwort, Douglas' Sagewort",
3544,Arenaria congesta var. suffrutescens,Great Smoky Mountains National Park,76,Vascular Plant,Suffrutescent Sandwort,
3545,Arenaria congesta var. suffrutescens,Yellowstone National Park,264,Vascular Plant,Suffrutescent Sandwort,
3546,Arenaria congesta var. suffrutescens,Bryce National Park,83,Vascular Plant,Suffrutescent Sandwort,
3547,Arenaria congesta var. suffrutescens,Yosemite National Park,125,Vascular Plant,Suffrutescent Sandwort,
3548,Carex aquatilis var. aquatilis,Great Smoky Mountains National Park,91,Vascular Plant,"Leafy Tussock Sedge, Water Sedge",
3549,Carex aquatilis var. aquatilis,Yosemite National Park,173,Vascular Plant,"Leafy Tussock Sedge, Water Sedge",
3550,Carex aquatilis var. aquatilis,Yellowstone National Park,266,Vascular Plant,"Leafy Tussock Sedge, Water Sedge",
3551,Carex aquatilis var. aquatilis,Bryce National Park,99,Vascular Plant,"Leafy Tussock Sedge, Water Sedge",
3552,Verbascum blattaria,Bryce National Park,95,Vascular Plant,"Moth Mullein, White Moth Mullein",
3553,Verbascum blattaria,Yellowstone National Park,256,Vascular Plant,"Moth Mullein, White Moth Mullein",
3554,Verbascum blattaria,Yosemite National Park,168,Vascular Plant,"Moth Mullein, White Moth Mullein",
3555,Verbascum blattaria,Great Smoky Mountains National Park,89,Vascular Plant,"Moth Mullein, White Moth Mullein",
3556,Tringa solitaria,Yellowstone National Park,267,Bird,Solitary Sandpiper,
3557,Tringa solitaria,Great Smoky Mountains National Park,78,Bird,Solitary Sandpiper,
3558,Tringa solitaria,Yosemite National Park,182,Bird,Solitary Sandpiper,
3559,Tringa solitaria,Bryce National Park,115,Bird,Solitary Sandpiper,
3560,Juncus tenuis,Yellowstone National Park,247,Vascular Plant,Poverty Rush,
3561,Juncus tenuis,Yellowstone National Park,247,Vascular Plant,"Field Rush, Path Rush, Poverty Rush, Slender Rush, Slender Yard Rush, Wiregrass",
3562,Juncus tenuis,Great Smoky Mountains National Park,86,Vascular Plant,Poverty Rush,
3563,Juncus tenuis,Great Smoky Mountains National Park,86,Vascular Plant,"Field Rush, Path Rush, Poverty Rush, Slender Rush, Slender Yard Rush, Wiregrass",
3564,Juncus tenuis,Yellowstone National Park,241,Vascular Plant,Poverty Rush,
3565,Juncus tenuis,Yellowstone National Park,241,Vascular Plant,"Field Rush, Path Rush, Poverty Rush, Slender Rush, Slender Yard Rush, Wiregrass",
3566,Juncus tenuis,Great Smoky Mountains National Park,44,Vascular Plant,Poverty Rush,
3567,Juncus tenuis,Great Smoky Mountains National Park,44,Vascular Plant,"Field Rush, Path Rush, Poverty Rush, Slender Rush, Slender Yard Rush, Wiregrass",
3568,Juncus tenuis,Bryce National Park,117,Vascular Plant,Poverty Rush,
3569,Juncus tenuis,Bryce National Park,117,Vascular Plant,"Field Rush, Path Rush, Poverty Rush, Slender Rush, Slender Yard Rush, Wiregrass",
